ANON_LUNG_TC001,1,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,2,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,3,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,4,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,5,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,6,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,7,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,8,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,9,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,10,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,11,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,12,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,13,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,14,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,15,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,16,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,17,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,18,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,19,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,20,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,21,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,22,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,23,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,24,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,25,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,26,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,27,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,28,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,29,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,30,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,31,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,32,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,33,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,34,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,35,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,36,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,37,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,38,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,39,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,40,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,41,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,42,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,43,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,44,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,45,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,46,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,47,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,48,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,49,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,50,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,51,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,52,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,53,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,54,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,55,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,56,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,57,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,58,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,59,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,60,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,61,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,62,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,63,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,64,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,65,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,66,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,67,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,68,1,1,1,0,1,0,0,0,0,0,0,0
ANON_LUNG_TC001,69,1,1,1,0,1,0,0,0,0,0,0,0
